Country Name,Country Code,IT.NET.USER.P2,SE.PRM.ENRR,SE.SEC.ENRR,SE.XPD.TOTL.GD.ZS,SL.UEM.TOTL.ZS,SP.POP.TOTL
Turks and Caicos Islands,TCA,,,,3.26528000831604,,32329.777777777777
Tuvalu,TUV,32.21212794555556,102.4881896972655,83.4648704528809,,,10721.111111111111
Uganda,UGA,14.378285917777779,116.65722147623683,23.2365398406982,2.45222201347351,2.2666666375266167,36419029.666666664
Ukraine,UKR,33.85942436333333,103.6795251028879,96.28869519914896,6.522388378779092,8.16666677263048,45600202.333333336
United Arab Emirates,ARE,79.7222220911111,103.08112880161823,,,4.044444375567966,8545036.333333334
United Kingdom,GBR,87.56002195555556,106.79509081159314,105.07622855050231,5.528429985046387,6.722222275204128,63701814.88888889
United States,USA,72.91671113222223,100.61008834838877,95.55080304827008,5.243132931845527,7.2777778837415905,313851991.1111111
Uruguay,URY,53.72315886,111.53136596679701,94.21902313232414,4.35693979263306,6.966666751437716,3397056.0
Uzbekistan,UZB,25.663489051444444,99.0159776475694,95.33880530463324,,9.011111153496635,29654944.444444444
Vanuatu,VUT,13.224280500333334,118.66741333007819,57.1742706298828,5.314170002937315,5.3888889948527,247641.44444444444
"Venezuela, RB",VEN,46.55437012888889,101.46227836608891,85.20163345336914,6.87723016738892,7.466666698455809,29876996.333333332
Vietnam,VNM,35.83222222222222,105.89697933197037,,5.136473337809245,2.166666626930237,88849833.33333333
Virgin Islands (U.S.),VIR,41.327071133333334,,,,8.622222211625841,105172.88888888889
West Bank and Gaza,PSE,44.14895302666667,92.25163745880127,84.58818721771243,1.50376000404358,24.377777735392264,4057984.111111111
"Yemen, Rep.",YEM,16.974013092222222,93.35045623779295,45.19252853393556,5.14742994308472,16.68888897365993,24935927.0
Zambia,ZMB,14.192753205555555,108.89215723673516,,1.0997200012207,8.833333439297148,14757757.888888888
Zimbabwe,ZWE,12.447505233333334,101.1924209594725,47.12168502807615,6.817809939384462,5.377777735392254,14771872.666666666
